I;II;III;IV;V;Hasła klasyfikacyjne;KA km;KA ki;Uwagi
5;55;554;5541;55413;Realizacja i nadzór nad utrzymaniem, usuwaniem drzew i krzewów w pasie drogowym;B-10;Bc;
5;55;554;5541;55414;Realizacja i nadzór nad odwodnieniem ulic;B-10;Bc;
5;55;554;5541;55415;Warunki techniczne dla kanalizacji deszczowej i sanitarnej;B-10;Bc;
5;55;554;5541;55416;Partycypacja w kosztach budowy i modernizacji dróg;B-10;Bc;
5;55;554;5542;;Opinie w sprawie przebiegu dróg;B-10;Bc;
5;55;554;5543;;Zaliczanie dróg do odpowiedniej kategorii;B-10;Bc;
5;55;554;5543;55430;Zaliczanie ulic do odpowiedniej kategorii;B-10;Bc;
5;55;554;5544;;Zarządzanie siecią dróg;B-5;Bc;
5;55;554;5545;;Tereny pod budowę dróg i mostów;B-5;Bc;
5;55;554;5546;;Ustalanie stref taryfowych taxi;B-5;Bc;
5;55;554;5547;;Ustalanie miejsc postojowych i opłat za parkowanie;B-3;Bc;
5;55;554;5548;;Zezwolenia na wykorzystanie dróg w sposób szczególny;B-3;Bc;Zezwolenia na lokowanie w pasie dróg obiektów nie związanych z gospodarką drogową i zezwolenia na zajmowanie pasa drogowego
5;55;554;5548;55480;Opłaty z tytułu przejazdu pojazdów nienormatywnych;B-3;Bc;
5;55;554;5548;55481;Opłaty za zajęcie pasa drogowego;B-3;Bc;
5;55;554;5548;55482;Zezwolenia na lokalizowanie w pasie dróg obiektów tymczasowych;B-3;Bc;
5;55;554;5548;55483;Zezwolenia na lokalizację reklam w pasach drogowych ;B-3;Bc;
5;55;554;5548;55484;Zezwolenia na zajmowanie pasa drogowego – rozkopy ;B-3;Bc;
5;55;554;5548;55485;Zezwolenia na wszelkiego rodzaju imprezy;B-3;Bc;
5;55;554;5549;;Przeprawa promowa – identyfikatory, pierwszeństwa poza kolejnością;B-3;Bc;
5;55;555;;;System komunikacyjny;;;
5;55;555;5550;;Funkcjonowanie systemu komunikacyjnego i jego rozbudowa;B-10;Bc;
5;55;555;5550;55500;Sprawozdawczość statystyczna dróg publicznych;B-10;Bc;
5;55;555;5550;55501;Ewidencja dróg publicznych;B-10;Bc;
5;55;555;5551;;Studia i analizy ruchu na drogach;BE-10;Bc;
5;55;555;5552;;Komunikacja zbiorowa – opiniowanie rozwiązań;B-10;Bc;
5;55;555;5553;;Zarządzenia w sprawie doprowadzenia otoczenia kolei do stanu zgodnego z obowiązującymi przepisami;B-5;Bc;
5;56;;;;ŁĄCZNOŚĆ;;;
5;56;560;;;Przepisy prawne dotyczące łączności;B-10;Bc;
5;56;561;;;Zaopatrzenie w sprzęt do łączności;;;
5;56;561;5610;;Plany zaopatrzenia w sprzęt i materiały do łączności;B-5;Bc;
5;56;561;5611;;Ewidencja sprzętu i materiałów łączności;B-3;Bc;
5;56;561;5612;;Eksploatacja sprzętu;B-3;Bc;
5;56;561;5613;;Remonty i naprawy sprzętu;B-3;Bc;
5;56;561;5614;;Plany rozwoju telekomunikacji i usług pocztowych;B-5;Bc;
5;56;561;5615;;Sieci TV kablowej;B-5;Bc;
5;56;562;;;Organizacja łączności alarmowej;;;
5;56;562;5620;;Plany i organizacja łączności alarmowej;B-5;Bc;
5;56;562;5621;;Ewidencja środków łączności alarmowej;B-5;Bc;
5;56;562;5622;;Eksploatacja środków łączności alarmowej;B-5;Bc;
6;;;;;ROLNICTWO, LEŚNICTWO, PRZEMYSŁ, USŁUGI, HANDEL GOSPODARKA ROLNA, WETERYNARIA;;;
6;60;;;;PRZEPISY PRAWNE DOTYCZĄCE ROLNICTWA I WETERYNARII;B-10;Bc;
6;60;601;;;Obrót nieruchomościami rolnymi;;;
6;60;601;6010;;Ewidencja, dokumentacja podstawowa nieruchomości;A;Bc;
6;60;601;6011;;Podziały i rozgraniczenia nieruchomości;B-5;Bc;
6;60;601;6012;;Scalenia i wymiana gruntów;A;Bc;
6;60;601;6013;;Orzekanie o zwrocie nieruchomości poprzedniemu właścicielowi;A;Bc;
6;60;601;6014;;Zmiany rodzaju użytkowania nieruchomości rolnej;B-10;Bc;Wnioski o uzyskanie zgody, decyzje o wyłączeniu z produkcji rolnej
6;60;601;6015;;Wyłączanie gruntów rolnych i leśnych z produkcji;B-10;Bc;
6;60;601;6016;;Wykazy nieruchomości PFZ przeznaczonych do sprzedaży;A;Bc;
6;60;601;6017;;Szacowanie i wycena nieruchomości i ogłaszanie możliwości zgłaszania ofert ich zakupu;B-10;Bc;
6;60;601;6018;;Dzierżawy nieruchomości;B-5;Bc;Okres przechowywania liczy się od wygaśnięcia dzierżawy
6;60;602;;;Ochrona gruntów rolnych;;;
6;60;602;6020;;Gospodarka Funduszem Ochrony Gruntów Rolnych;B-5;Bc;
6;60;602;6021;;Umowy o przekazaniu gospodarstwa następcy;B-10;Bc;
6;60;602;6022;;Przeciwdziałanie nieformalnemu obrotowi ziemią;B-5;Bc;
6;60;602;6023;;Wspólnoty gruntowe – statut, plan i regulamin użytkowania gruntów i urządzeń;A;Bc;
6;60;603;;;Produkcja roślinna;;;
6;60;603;6030;;Programowanie produkcji roślinnej;B-5;Bc;
6;60;603;6031;;Rejonizacja upraw i struktura zasiewów;A;Bc;
6;60;603;6032;;Nadzór nad produkcją roślinną;B-5;Bc;
6;60;603;6033;;Zezwolenia na uprawę maku i konopi;B-5;Bc;
6;60;604;;;Ochrona roślin;;;
6;60;604;6040;;Ochrona roślin uprawnych przed chorobami;B-5;Bc;
6;60;604;6041;;Informacje o pojawieniu się chorób, szkodników i owadów;B-5;Bc;
6;60;604;6042;;Nakazy wykonania określonych czynności i zabiegów;B-5;Bc;
6;60;604;6043;;Pomoc właścicielom upraw dotkniętych zniszczeniami;B-5;Bc;
6;60;605;;;Produkcja zwierzęca;;;
6;60;605;6050;;Sprawy uznawania rozpłodników za odpowiednie do hodowli;B-5;Bc;
6;60;605;6051;;Uznawanie ferm zwierząt hodowlanych i pasiek za zarodowe lub reprodukcyjne;B-5;Bc;
6;60;605;6052;;Nadzór nad produkcją zwierzęcą;B-5;Bc;
6;60;605;6053;;Nadzór nad organizacją skupu płodów rolnych;B-5;Bc;
6;60;605;6054;;Sprawy rybactwa – podział na obwody;B-5;Bc;
6;60;605;6055;;Nadzór nad śródlądową gospodarką rybacką;B-5;Bc;
6;60;605;6056;;Rejestracja sprzętu pływającego służącego do połowu ryb;B-5;Bc;
6;60;605;6057;;Wydawanie kart wędkarskich;B-5;Bc;
6;60;606;;;Sprawy ogólne rolnictwa;;;
6;60;606;6060;;Analiza i ocena działalności jednostek obrotu produktami rolnymi i obsługi producentów rolnych;A;Bc;
6;60;606;6061;;Analiza i prognozy rozwoju rolnictwa i gospodarki żywnościowej oraz usług na rzecz rolnictwa;A;Bc;
6;60;606;6062;;Doradztwo i oświata rolnicza;B-5;Bc;
6;60;606;6063;;Zwalczanie skutków klęsk żywiołowych w rolnictwie;B-5;Bc;
6;60;606;6064;;Rekultywacja gruntów;B-5;Bc;
6;60;606;6065;;Gospodarka humusem;B-5;Bc;
6;60;606;6066;;Wnioski do KRUS o wcześniejsze przyznanie emerytury;B-5;Bc;
6;60;607;;;Nadzór weterynaryjny;;;
6;60;607;6070;;Nadzór nad targami i spędami;B-3;Bc;
6;60;607;6071;;Nadzór weterynaryjny nad obrotem zwierzętami;B-3;Bc;
6;60;607;6072;;Nadzór nad zakładami utylizacyjnymi, zbiornicami zwłok zwierzęcych i grzebowiskami;B-3;Bc;
6;60;607;6073;;Nadzór nad lecznictwem i profilaktyką weterynaryjną;B-3;Bc;
6;60;607;6074;;Zwalczanie wścieklizny;B-3;Bc;
6;60;607;6075;;Zwalczanie innych chorób zaraźliwych zwierząt;B-5;Bc;
6;60;607;6076;;Opieka weterynaryjna nad hodowlą;B-3;Bc;
6;60;607;6077;;Nadzór nad weterynaryjną inspekcją sanitarną;B-3;Bc;
6;61;;;;LEŚNICTWO, ŁOWIECTWO, OCHRONA PRZYRODY;;;
6;61;610;;;Przepisy prawne dotyczące gospodarki leśnej, łowieckiej, ochrony przyrody;B-10;Bc;
6;61;611;;;Gospodarka leśna i ochrona lasów;;;
6;61;611;6110;;Ustalanie kierunków rozwoju leśnictwa;A;Bc;
6;61;611;6111;;Zlecanie, zatwierdzanie i finansowanie planów urządzania lasów niepaństwowych;B-5;Bc;
6;61;611;6112;;Wnioski o wykonanie na koszt państwa czynności w zakresie zagospodarowania lasów i przebudowy drzewostanu;B-5;Bc;
6;61;611;6113;;Zmiany przeznaczenia gruntów leśnych na cele nierolnicze i nieleśne;B-5;Bc;
6;61;611;6114;;Nadzór nad zalesianiem;B-5;Bc;
6;61;611;6115;;Zezwolenia na zalesienie gruntów rolnych;B-5;Bc;
6;61;611;6116;;Decyzje o przeznaczeniu gruntu nieleśnego do zadrzewienia;B-5;Bc;
6;61;611;6117;;Ochrona lasów przed szkodnikami;B-5;Bc;
6;61;611;6118;;Ochrona lasów przed pożarami;B-5;Bc;
6;61;611;6119;;Spółki leśne – rejestr, nadzór;A;Bc;
6;61;612;;;Łowiectwo;;;
6;61;612;6120;;Gospodarka łowiecka – plany;B-5;Bc;
6;61;612;6121;;Nadzór nad administrowaniem łowiectwa;B-5;Bc;
6;61;613;;;Ochrona przyrody;;;
6;61;613;6130;;Ewidencja parków narodowych, rezerwatów i pomników przyrody;A;Bc;
6;61;613;6132;;Zmiana przeznaczenia terenów, na których znajduje się starodrzew;B-10;Bc;
6;61;613;6133;;Ochrona roślin;B-5;Bc;
6;61;613;6134;;Ochrona zwierząt;B-5;Bc;
6;61;613;6135;;Gospodarka zasobami przyrody;B-5;;
6;61;613;6136;;Ochrona krajobrazu;B-5;Bc;
6;61;613;6137;;Wykroczenia przeciwko przyrodzie;B-5;Bc;
6;62;;;;GOSPODARKA WODNA;;;
6;62;620;;;Przepisy prawne dotyczące gospodarki wodnej;B-10;Bc;
6;62;621;;;Sprawy techniczne;;;
6;62;621;6210;;Pozwolenia wodno-prawne;B-5;Bc;Na szczególne wykorzystanie wód i wykonanie urządzeń wodnych
6;62;621;6211;;Normowanie poboru i zużycia wody;B-5;Bc;
6;62;621;6212;;Orzekanie w sprawach przekazywania nadwyżek wód kopalnianych;B-5;Bc;
6;62;621;6213;;Projekty budowlanych obiektów wodnych;BE-5;Bc;
6;62;621;6214;;Nadzór techniczno-budowlany nad obiektami gospodarki wodnej;B-5;Bc;
6;62;621;6215;;Opinie i uzgodnienia projektów technicznych z zakresu gospodarki wodnej i ochrony wód;BE-5;Bc;
6;62;621;6216;;Spółki wodne;BE-5;Bc;
6;62;621;6217;;Melioracje użytków rolnych;B-5;Bc;
6;62;621;6218;;Ugody w sprawie zmian stosunków wodnych na gruntach;B-5;Bc;
6;62;622;;;Ochrona wód;;;
6;62;622;6220;;Przeciwdziałanie zanieczyszczeniom wód;B-5;Bc;
6;62;622;6221;;Decyzje w sprawach czystości wód;B-5;Bc;
6;62;622;6222;;Sankcje za zanieczyszczanie wód;B-5;Bc;
6;62;622;6223;;Ustalanie linii brzegu dla wód innych niż wody żeglowne;B-5;Bc;
6;62;622;6224;;Odszkodowania za zajęcie gruntu przez wodę państwową;B-5;Bc;
6;62;622;6225;;Kontrola i nadzór gospodarki wodnej;B-5;Bc;
6;62;622;6226;;Ustalanie stref ochronnych źródeł;B-5;Bc;
6;62;623;;;Ochrona przeciwpowodziowa;;;
6;62;623;6230;;Sprawy ochrony przeciwpowodziowej – ogólne;B-5;Bc;
6;62;623;6231;;Organizacja ochotniczych drużyn ratowniczych;B-5;Bc;
6;62;623;6232;;Zobowiązania do wykonania prac zabezpieczających przed powodzią;B-5;Bc;
6;62;623;6233;;Odszkodowania za straty z tytułu udziału w ochronie przed powodzią;B-5;Bc;
6;62;623;6234;;Akcje przeciwpowodziowe;B-5;Bc;
6;62;623;6235;;Zwalczanie skutków powodzi;B-5;Bc;
6;62;623;6236;;Pomoc dla powodzian;B-5;Bc;
6;62;623;6237;;Komunikaty i biuletyny informacyjne komitetów przeciwpowodziowych;B-5;Bc;Własne – kat.A
6;63;;;;GEODEZJA ROLNA;;;Zobacz też: obrót nieruchomościami rolnymi – symbol 601
6;63;630;;;Przepisy prawne dotyczące geodezji rolnej;B-10;Bc;
6;63;631;;;Służba geodezji rolnej;B-10;Bc;
6;63;632;;;Wykonawstwo geodezyjne rolne;;;
6;63;632;6320;;Ewidencja gruntów rolnych, zmiana, aktualizacja;A;Bc;
6;63;632;6321;;Pomiary geodezyjne;B-5;Bc;
6;63;632;6322;;Zlecanie pomiarów;B-5;Bc;
6;63;632;6323;;Gleboznawcza klasyfikacja gruntów;A;Bc;
6;64;;;;PRZEMYSŁ, USŁUGI, HANDEL;;;
6;64;640;;;Przepisy prawne dotyczące przemysłu, usług i handlu;B-10;Bc;
6;64;641;;;Sieć zakładów przemysłowych i usługowych;;;
6;64;641;6410;;Ewidencja podmiotów gospodarczych;A;Bc;
6;64;641;6411;;Zaświadczenia o wpisie do ewidencji działalności gospodarczej;B-5;Bc;
6;64;641;6412;;Decyzje o rozszerzeniu działalności, o wykreśleniu z ewidencji lub o odmowie wpisu;B-5;Bc;
6;64;641;6413;;Zaświadczenie o wpisie z innych miast;B-5;Bc;
6;64;641;6414;;Zaświadczenia potwierdzające dane ze zbioru ewidencji działalności gospodarczej;B-5;Bc;
6;64;642;;;Polityka gospodarcza;;;
6;64;642;6420;;Założenia polityki gospodarczej;BE-5;Bc;
6;64;642;6421;;Kompleksowe programy działalności gospodarczej, handlowej i usługowej;A;Bc;
6;64;642;6422;;Aktywizacja gospodarcza gminy;B-5;Bc;
6;64;642;6423;;Analiza gospodarki gminy;A;Bc;
6;64;642;6424;;Konkursy i oferty gminy na zagospodarowanie infrastruktury przemysłowo-usługowej;A;Bc;
6;64;643;;;Zezwolenia, decyzje, zgłoszenia;;;
6;64;643;6430;;Pozwolenia (licencje) na prowadzenie działalności przemysłowej;B-10;Bc;
6;64;643;6431;;Pozwolenia (licencje) na prowadzenie działalności usługowej;B-10;Bc;
6;64;643;6432;;Nadzór nad prowadzeniem działalności zgodnie z pozwoleniem (licencja);B-5;Bc;
6;64;643;6433;;Nadzór nad polityką rozwoju handlu, przemysłu i usług;B-5;Bc;
6;64;643;6434;;Zezwolenia na czasowe zamknięcie placówek handlowych, usługowych i gastronomicznych;B-3;Bc;
6;64;643;6435;;Zezwolenia na sprzedaż alkoholu;B-3;Bc;
6;64;643;6436;;Ewidencja i wydawanie koncesji na świadczenie usług przewozowych;B-5;Bc;
6;64;644;;;Działalność handlowa;;;
6;64;644;6440;;Nadzór nad organizacją zaopatrzenia ludności;B-3;Bc;
6;64;644;6441;;Plany rozwoju sieci placówek handlowych, usługowych i gastronomicznych;BE-5;Bc;
6;64;644;6442;;Ustalanie godzin pracy placówek;B-3;Bc;
6;64;644;6443;;Kontrola funkcjonowania placówek handlowych, usługowych i gastronomicznych;B-3;Bc;
6;64;644;6444;;Analiza i ocena organizacji zaopatrzenia ludności;B-3;Bc;
6;64;644;6445;;Skup surowców wtórnych;B-3;Bc;
6;64;644;6446;;Nadzór nad funkcjonowaniem targowisk;B-3;Bc;
6;64;644;6447;;Regulowanie handlu obwoźnego;B-3;Bc;
6;64;645;;;Prywatyzacja przedsiębiorstw komunalnych;A;Bc;
6;64;646;;;Ochrona konsumenta;;;
6;64;646;6460;;Przepisy dotyczące ochrony konsumenta;B-10;Bc;
6;64;646;6461;;Przepisy ogólne, szkolenia;B-10;Bc;
6;64;646;6462;;Indywidualne sprawy konsumentów;B-5;Bc;
7;;;;;GOSPODARKA KOMUNALNA, MIESZKANIOWA, LOKALOWA, PRZESTRZENNA, BUDOWNICTWO, URBANISTYKA, ARCHITEKTURA, GEOLOGIA, OCHRONA ŚRODOWISKA;;;
7;70;;;;GOSPODARKA KOMUNALNA;;;
7;70;700;;;Przepisy prawne dotyczące gospodarki komunalnej;B-5;Bc;
7;70;701;;;Urządzenia komunalne, nadzór;;;
7;70;701;7010;;Analizowanie i prognozowanie rozwoju urządzeń komunalnych;B-5;Bc;
7;70;701;7011;;Sprawy gospodarowania zasobami paliw i źródłami energii o lokalnym znaczeniu;B-5;Bc;
7;70;701;7012;;Nadzór nad dostawami paliw, energii i wspólną siecią energetyczną;B-5;Bc;
7;70;701;7013;;Dysponowanie mocą, energią i ilością paliwa we wspólnej sieci;B-5;Bc;
7;70;701;7014;;Gospodarowanie środkami budżetowymi przeznaczonymi na częściowe pokrycie kosztów energii cieplnej dla spółdzielni mieszkaniowych;B-5;Bc;
7;70;701;7015;;Nadzorowanie gospodarki komunalnej;B-5;Bc;
7;70;701;7016;;Opiniowanie planów i analizy jednostek podległych;B-5;Bc;
7;70;702;;;Inwestycje komunalne;;;
7;70;702;7020;;Planowanie i opiniowanie inwestycji komunalnych;B-5;Bc;
7;70;702;7021;;Udział w kosztach inwestycji komunalnych;B-5;Bc;
7;70;702;7022;;Zatwierdzanie dokumentacji inwestycji komunalnych;B-5;Bc;
7;70;702;7023;;Nadzór nad realizacją budowy urządzeń komunalnych;B-10;Bc;
7;70;703;;;Zaopatrzenie ludności w wodę i kanalizację;;;
7;70;703;7030;;Nadzór w zakresie zleconego administrowania funduszem rozwoju wodociągów i kanalizacji;B-5;Bc;
7;70;703;7031;;Nadzór nad planowaniem i finansowaniem komunalnego uzbrojenia wewnątrzosiedlowego budownictwa spółdzielczego;B-5;Bc;
7;70;703;7032;;Przejmowanie (komunalizacja) wodociągów i urządzeń wodociągowych;A;Bc;
7;70;703;7033;;Eksploatacja ujęć wody i wodociągów;B-5;Bc;
7;70;703;7034;;Eksploatacja kanalizacji i oczyszczalni;B-5;Bc;
7;70;703;7035;;Umowy o dostawę wody;B-10;Bc;
7;70;703;7036;;Ustalanie cen opłat za wodę;B-10;Bc;
7;70;704;;;Drogi, ulice, mosty;;;
7;70;704;7040;;Utrzymanie dróg, mostów, przejazdów itp.;B-5;Bc;w tym „akcja zima”
7;70;704;7041;;Inwestycje na drogach;B-5;Bc;
7;70;704;7042;;Partycypacje w kosztach inwestycji na drogach;B-5;Bc;
7;70;704;7043;;Wywłaszczanie terenów pod budowę dróg, odszkodowania;B-10;Bc;
7;70;704;7044;;Oświetlenie ulic;B-5;Bc;
7;70;705;;;Usługi komunalne;;;
7;70;705;7050;;Nadzorowanie świadczenia usług komunalnych;B-3;Bc;
7;70;705;7051;;Sieć energetyczna;B-5;Bc;
7;70;705;7052;;Sieć gazownicza;B-5;Bc;
7;70;705;7053;;Sieć ciepłownicza;B-5;;
7;70;706;;;Utrzymanie czystości;;;
7;70;706;7060;;Wysypiska śmieci – utrzymanie, eksploatacja i utylizacja;B-5;Bc;
7;70;706;7061;;Analizy stanu sanitarno-porządkowego;B-5;Bc;
7;70;706;7062;;Utrzymanie czystości placów, ulic i posesji;B-5;Bc;
7;70;706;7063;;Urządzenia służące do utrzymania czystości;B-5;Bc;
7;70;706;7064;;Likwidacja nielegalnych wysypisk i składowisk;B-10;Bc;
7;70;706;7065;;Szalety publiczne;B-5;Bc;
7;70;706;7066;;Stan sanitarny – deratyzacja, dezynfekcja, dezynsekcja;B-5;Bc;
7;70;707;;;Tereny zielone, sportowe;;;
7;70;707;7070;;Zakładanie i utrzymywanie terenów zieleni miejskiej;B-5;Bc;
7;70;707;7071;;Obiekty sportowe i rekreacyjne;B-5;Bc;
7;70;707;7072;;Place zabaw;B-5;Bc;
7;70;708;;;Inne usługi komunalne;;;
7;70;708;7080;;Schroniska dla bezdomnych zwierząt;B-5;Bc;Zakładanie, utrzymywanie i nadzór
7;70;708;7081;;Rejestracja psów;B-5;Bc;
7;70;708;7082;;Akcje sanitarno-porządkowe;B-5;Bc;Np. deratyzacja
7;70;709;;;Cmentarze i grobownictwo;;;
7;70;709;7090;;Nadzorowanie, organizowanie i sprawowanie opieki nad cmentarzami wojennymi i grobami poległych;BE-5;Bc;
7;70;709;7091;;Ewidencja cmentarzy;A;Bc;
7;70;709;7092;;Zakładanie, rozszerzanie i likwidacja cmentarzy komunalnych;A;Bc;
7;70;709;7093;;Utrzymywanie i zarządzanie cmentarzami komunalnymi;B-5;Bc;
7;70;709;7094;;Ekshumacje i przewożenie zwłok;B-5;Bc;
7;71;;;;GOSPODARKA MIESZKANIOWA I LOKALOWA;;;
7;71;710;;;Budownictwo mieszkaniowe;;;
7;71;710;7100;;Planowanie budownictwa mieszkaniowego;B-10;Bc;
7;71;710;7101;;Kredyty na budownictwo mieszkaniowe;B-5;Bc;
7;71;710;7102;;Remonty budynków mieszkaniowych;B-10;Bc;
7;71;711;;;Gospodarowanie budynkami, nadzór;;;
7;71;711;7110;;Klasyfikacja odporności budynków na szkody górnicze;BE-10;Bc;
7;71;711;7111;;Eksploatacja budynków mieszkaniowych;B-3;Bc;
7;71;711;7112;;Gospodarka funduszem rozwoju budownictwa mieszkaniowego;B-5;Bc;
7;71;711;7113;;Nadzór nad przedsiębiorstwami budowlanymi i biurami projektowymi;B-5;Bc;
7;71;711;7114;;Opiniowanie planów przedsiębiorstw budowlanych i analizy ich wykonania;B-5;Bc;
7;71;711;7115;;Wspólnoty mieszkaniowe;B-5;Bc;
7;71;712;;;Indywidualne budownictwo mieszkaniowe;;;
7;71;712;7120;;Plany budownictwa jednorodzinnego;B-5;Bc;
7;71;712;7121;;Dokumentacja typowa, sprzedaż, porady;B-5;Bc;
7;71;712;7122;;Pożyczki, kredyty;B-5;Bc;
7;71;712;7123;;Ustalanie przeciętnego kosztu wybudowania domu jednorodzinnego;B-3;Bc;
7;71;712;7124;;Zabezpieczenie hipoteczne wierzytelności państwowych;B-5;Bc;
7;71;713;;;Fundusz mieszkaniowy;;;
7;71;713;7130;;Planowanie funduszu mieszkaniowego;B-5;Bc;
7;71;713;7131;;Wpływy na fundusz mieszkaniowy;B-5;Bc;
7;71;713;7132;;Rozliczenia funduszu mieszkaniowego;B-5;Bc;
7;71;714;;;Gospodarka lokalami;;;
7;71;714;7140;;Polityka lokalowa - prawo lokalowe;B-5;Bc;
7;71;714;7140;71400;Zarządzanie budynkami mieszkalnymi stanowiącymi własność gminy;B-5;Bc;
7;71;714;7140;71401;Ewidencja mieszkań komunalnych;BE-10;Bc;
7;71;714;7140;71402;Ustalanie czynszu na lokale mieszkalne;B-5;Bc;
7;71;714;7140;71403;Projekty rocznych list zawarcia umów najmu lokali mieszkalnych i lokali socjalnych;B-5;Bc;
7;71;714;7140;71404;Najem lokali mieszkalnych;B-5;Bc;Okres przechowywania liczy się od wygaśnięcia umowy
7;71;714;7140;71405;Najem lokali zastępczych;B-5;Bc;
7;71;714;7140;71406;Przydziały lokali w razie klęsk żywiołowych;B-5;Bc;
7;71;714;7140;71407;Zamiana lokali;B-5;Bc;
7;71;714;7140;71408;Usuwanie skutków samowoli mieszkaniowej;B-5;Bc;
7;71;714;7140;71409;Eksmisje;B-5;Bc;
7;71;714;7141;;Publiczna gospodarka lokalami;;;
7;71;714;7141;71410;Przekwaterowanie najemcy do lokalu zamiennego;B-5;Bc;
7;71;714;7141;71411;Podnajem lokali;B-5;Bc;
7;71;714;7141;71412;Przebudowa lokali;B-5;Bc;
7;71;714;7141;71413;Najem lokali socjalnych;B-5;Bc;
7;71;714;7141;71414;Wstąpienie w najem lokalu;B-5;Bc;
7;71;714;7141;71415;Rozgęszczenie mieszkań;B-5;Bc;
7;71;714;7141;71416;Przydziały z innych tytułów;B-5;Bc;
7;71;714;7141;71417;Strychy;B-5;Bc;
7;71;714;7141;71418;Zaświadczenia;B-5;Bc;
7;71;714;7141;71419;Ewidencja sprzedanych lokali mieszkalnych;B-5;Bc;
7;71;714;7142;;Nadzór nad gospodarką lokalową;B-5;Bc;
7;71;714;7143;;Ochrona lokatora;;;
7;71;714;7143;71430;Umowy o opiekę nad najemcą;B-5;Bc;
7;71;714;7143;71431;Rozstrzyganie sporów czynszowych;B-5;Bc;
7;71;714;7143;71432;Współpraca ze Zrzeszeniem Właścicieli Nieruchomości;B-5;Bc;
7;71;714;7143;71433;Dodatki mieszkaniowe;B-5;Bc;
7;71;714;7144;;Lokale użytkowe;;;
7;71;714;7144;71440;Ewidencja lokali użytkowych w zasobach komunalnych;A;Bc;
7;71;714;7144;71441;Przetargi na lokale użytkowe;B-10;Bc;
7;71;714;7144;71442;Umowy na wynajem lokali użytkowych;B-5;Bc;Okres przechowywania liczy się od wygaśnięcia umowy
7;71;714;7144;71443;Ustalanie stawek czynszu na lokale użytkowe;B-5;Bc;
7;71;714;7144;71444;Kontrola wykorzystania lokali użytkowych;B-5;Bc;
7;71;714;7145;;Sprzedaż budynków i lokali mieszkaniowych;B-25;Bc;
7;72;;;;GOSPODARKA NIERUCHOMOŚCIAMI;;;
7;72;720;;;Przepisy prawne dotyczące gospodarki nieruchomościami;B-10;Bc;
7;72;721;;;Ewidencja gruntów nierolniczych i nieruchomości;;;
7;72;721;7210;;Ewidencja gruntów nierolniczych;A;Bc;
7;72;721;7211;;Ewidencja nieruchomości;A;Bc;
7;72;721;7212;;Zasady ustalania cen gruntów;A;Bc;
7;72;721;7213;;Listy rzeczoznawców majątkowych;B-10;Bc;
7;72;722;;;Gospodarka gruntami;;;
7;72;722;7220;;Przejmowanie gruntów, nieruchomości;B-15;Bc;
7;72;722;7221;;Pierwokup, wywłaszczenia;;;
7;72;722;7221;72210;Prawo pierwokupu;B-25;Bc;
7;72;722;7221;72211;Wywłaszczanie nieruchomości, zwrot wywłaszczonych nieruchomości;A;Bc;
7;72;722;7221;72212;Zezwolenia na czasowe zajęcie terenu;B-25;Bc;
7;72;722;7221;72213;Zezwolenia na zakładanie, przeprowadzanie i wykonanie na nieruchomościach urządzeń technicznych;B-15;Bc;
7;72;722;7222;;Zamiana gruntów, zmiana użytkowania;A;Bc;
7;72;722;7223;;Zagospodarowanie gruntów nierolniczych;BE-5;Bc;
7;72;722;7224;;Przekazywanie gruntów, sprzedaż, dzierżawa, zarząd;;;
7;72;722;7224;72240;Przekazywanie gruntów w użytkowanie wieczyste;A;Bc;
7;72;722;7224;72241;Sprzedaż gruntów;A;Bc;
7;72;722;7224;72242;Sprzedaż gruntów na terenach wiejskich, zabudowanych obiektami zabytkowymi;A;Bc;
7;72;722;7224;72243;Dzierżawa, najem, użyczenie;B-5;Bc;Okres przechowywania liczy się od chwili ustania
7;72;722;7224;72244;Przekazywanie gruntów w zarząd;B-5;Bc;Uwagi: jak wyżej
7;72;722;7224;72245;Rekompensaty za mienie pozostawione poza granicami Rzeczypospolitej Polskiej;BE-10;Bc;
7;72;722;7224;72246;Zezwolenia na zbycie nieruchomości;B-15;Bc;
7;72;722;7225;;Darowizny i spadkobrania;BE-25;Bc;
7;72;722;7226;;Sprzedaż gruntów cudzoziemcom;B-10;Bc;
7;72;722;7227;;Gospodarowanie funduszem gospodarki gruntami;B-5;Bc;
7;72;722;7228;;Komunalizacja mienia Skarbu Państwa;A;Bc;
7;72;723;;;Grunty pod budownictwo mieszkaniowe;;;
7;72;723;7230;;Dokumentacja terenowo-prawna;A;Bc;
7;72;723;7231;;Plany szczegółowe dla gruntów pod budownictwo mieszkaniowe;BE-10;Bc;
7;72;723;7232;;Tworzenie zasobu gruntów na cele rozbudowy;A;Bc;
7;72;723;7233;;Zarządzanie zasobem gruntów na cele rozbudowy;BE-10;Bc;
7;72;724;;;Nadzór nad zarządzaniem gruntami;;;
7;72;724;7240;;Organizacja zarządzania gruntami;B-10;Bc;
7;72;724;7241;;Nadzór i kontrola zarządzania gruntami;B-5;Bc;
7;72;725;;;Ogródki działkowe;;;
7;72;725;7250;;Przeznaczenie gruntów na potrzeby ogródków działkowych;A;Bc;
7;72;725;7251;;Przekazywanie gruntów w użytkowanie związkowi działkowców;B-10;Bc;
7;72;725;7252;;Infrastruktura ogródków działkowych;B-5;Bc;
